uniprotIdA,uniprotIdB,entrezGeneIdA,entrezGeneIdB,ensemblIdA,ensemblIdB,hgncSymbolA,hgncSymbolB,detectionMethod,interactionType,pubmedId,author,reliabilityScore
Q12905,Q99459,3608,988,ENSG00000143621,ENSG00000096401,ILF2,CDC5L,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q99459,Q9NYL9,988,29766,ENSG00000096401,ENSG00000138594,CDC5L,TMOD3,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P62899,Q99459,6160,988,ENSG00000071082,ENSG00000096401,RPL31,CDC5L,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P17844,Q99459,1655,988,ENSG00000108654,ENSG00000096401,DDX5,CDC5L,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q99459,Q9Y4B5,988,23255,ENSG00000096401,ENSG00000168502,CDC5L,MTCL1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
O15550,Q9UIU6,7403,51804,ENSG00000147050,ENSG00000100625,KDM6A,SIX4,anti bait coimmunoprecipitation,physical association,20300060,Seenundun et al. (2010),0.37
P99999,Q7Z419,54205,255488,ENSG00000172115,ENSG00000137393,CYCS,RNF144B,fluorescence microscopy,colocalization,20300062,Benard et al. (2010),0.25
Q15388,Q7Z419,9804,255488,ENSG00000173726,ENSG00000137393,TOMM20,RNF144B,fluorescence microscopy,colocalization,20300062,Benard et al. (2010),0.25
Q07812,Q7Z419,581,255488,ENSG00000087088,ENSG00000137393,BAX,RNF144B,fluorescence microscopy|anti bait coimmunoprecipitation|blue native page,colocalization|physical association,20300062,Benard et al. (2010),0.47
Q07812,Q15388,581,9804,ENSG00000087088,ENSG00000173726,BAX,TOMM20,fluorescence microscopy,colocalization,20300062,Benard et al. (2010),0.25
Q13573,Q92878,22938,10111,ENSG00000100603,ENSG00000113522,SNW1,RAD50,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q96DI7,22938,9410,ENSG00000100603,ENSG00000060688,SNW1,SNRNP40,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
O60566,Q13573,701,22938,ENSG00000156970,ENSG00000100603,BUB1B,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q6P2Q9,22938,10594,ENSG00000100603,ENSG00000174231,SNW1,PRPF8,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P51531,Q13573,6595,22938,ENSG00000080503,ENSG00000100603,SMARCA2,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q9P2D1,22938,55636,ENSG00000100603,ENSG00000171316,SNW1,CHD7,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13315,Q13573,472,22938,ENSG00000149311,ENSG00000100603,ATM,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
O60934,Q13573,4683,22938,ENSG00000104320,ENSG00000100603,NBN,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P41212,Q13573,2120,22938,ENSG00000139083,ENSG00000100603,ETV6,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P54132,Q13573,641,22938,ENSG00000197299,ENSG00000100603,BLM,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q86U86,22938,55193,ENSG00000100603,ENSG00000163939,SNW1,PBRM1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P35250,Q13573,5982,22938,ENSG00000049541,ENSG00000100603,RFC2,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
O14497,Q13573,8289,22938,ENSG00000117713,ENSG00000100603,ARID1A,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P35249,Q13573,5984,22938,ENSG00000163918,ENSG00000100603,RFC4,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q9BUQ8,22938,9416,ENSG00000100603,ENSG00000174243,SNW1,DDX23,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q7Z3K3,22938,23126,ENSG00000100603,ENSG00000143442,SNW1,POGZ,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P14635,Q13573,891,22938,ENSG00000134057,ENSG00000100603,CCNB1,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q9BRS2,22938,83732,ENSG00000100603,ENSG00000124784,SNW1,RIOK1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q8N5H6,22938,,ENSG00000100603,,SNW1,,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q96JP2,22938,80022,ENSG00000100603,ENSG00000266714,SNW1,,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q9BVQ7,22938,79029,ENSG00000100603,ENSG00000171763,SNW1,,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q96P11,22938,55695,ENSG00000100603,ENSG00000130305,SNW1,NSUN5,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q96EK9,22938,112970,ENSG00000100603,ENSG00000198841,SNW1,,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q9HBD4,22938,,ENSG00000100603,,SNW1,,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q9NVY6,22938,,ENSG00000100603,,SNW1,,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q9Y4B3,22938,,ENSG00000100603,,SNW1,,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
A6NHR9-1,Q13573,,22938,,ENSG00000100603,,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q8WUZ0,22938,9274,ENSG00000100603,ENSG00000099385,SNW1,BCL7C,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P57772,Q13573,60678,22938,ENSG00000132394,ENSG00000100603,EEFSEC,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q8N274,22938,,ENSG00000100603,,SNW1,,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
O95837,Q13573,9630,22938,ENSG00000156049,ENSG00000100603,GNA14,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
O60535,Q13573,,22938,,ENSG00000100603,,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q16083,22938,,ENSG00000100603,,SNW1,,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q9UNL7,22938,,ENSG00000100603,,SNW1,,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q9NXK9,22938,,ENSG00000100603,,SNW1,,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q96RE7,22938,112939,ENSG00000100603,ENSG00000160877,SNW1,NACC1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q86VH2,22938,55582,ENSG00000100603,ENSG00000165115,SNW1,KIF27,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
O43209,Q13573,,22938,,ENSG00000100603,,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q86TR8,22938,,ENSG00000100603,,SNW1,,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
O75116,Q13573,9475,22938,ENSG00000134318,ENSG00000100603,ROCK2,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P11142,Q13573,3312,22938,ENSG00000109971,ENSG00000100603,HSPA8,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
O15160,Q13573,9533,22938,ENSG00000171453,ENSG00000100603,POLR1C,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P43686,Q13573,5704,22938,ENSG00000013275,ENSG00000100603,PSMC4,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P78344,Q13573,1982,22938,ENSG00000110321,ENSG00000100603,EIF4G2,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P17987,Q13573,6950,22938,ENSG00000120438,ENSG00000100603,TCP1,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q96EE3,22938,81929,ENSG00000100603,ENSG00000085415,SNW1,SEH1L,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q96I25,22938,84991,ENSG00000100603,ENSG00000134453,SNW1,RBM17,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q14204,22938,1778,ENSG00000100603,ENSG00000197102,SNW1,DYNC1H1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q92905,22938,10987,ENSG00000100603,ENSG00000121022,SNW1,COPS5,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q9BQL6,22938,55612,ENSG00000100603,ENSG00000101311,SNW1,FERMT1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q96P48,22938,116985,ENSG00000100603,ENSG00000186635,SNW1,ARAP1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q9UMR2,22938,11269,ENSG00000100603,ENSG00000157349,SNW1,DDX19B,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q15014,22938,9643,ENSG00000100603,ENSG00000123562,SNW1,MORF4L2,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q9UHX1,22938,22827,ENSG00000100603,ENSG00000179950,SNW1,PUF60,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q9UKF6,22938,51692,ENSG00000100603,ENSG00000119203,SNW1,CPSF3,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q92797,22938,8189,ENSG00000100603,ENSG00000125755,SNW1,SYMPK,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q9H9A6,22938,55631,ENSG00000100603,ENSG00000066557,SNW1,,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P49327,Q13573,2194,22938,ENSG00000169710,ENSG00000100603,FASN,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
A5YKK6,Q13573,23019,22938,ENSG00000125107,ENSG00000100603,CNOT1,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
O60610,Q13573,1729,22938,ENSG00000131504,ENSG00000100603,DIAPH1,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
O94842,Q13573,9878,22938,ENSG00000092203,ENSG00000100603,TOX4,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P19388,Q13573,5434,22938,ENSG00000099817,ENSG00000100603,POLR2E,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P78371,Q13573,10576,22938,ENSG00000166226,ENSG00000100603,CCT2,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P62851,Q13573,6230,22938,ENSG00000118181,ENSG00000100603,RPS25,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P68371,Q13573,10383,22938,ENSG00000188229,ENSG00000100603,TUBB4B,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q14683,22938,8243,ENSG00000100603,ENSG00000072501,SNW1,SMC1A,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P11940,Q13573,26986,22938,ENSG00000070756,ENSG00000100603,PABPC1,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
O43719,Q13573,27336,22938,ENSG00000102241,ENSG00000100603,HTATSF1,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13501,Q13573,8878,22938,ENSG00000161011,ENSG00000100603,SQSTM1,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q9BSJ2,22938,10844,ENSG00000100603,ENSG00000130640,SNW1,TUBGCP2,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P35998,Q13573,5701,22938,ENSG00000161057,ENSG00000100603,PSMC2,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P50570,Q13573,1785,22938,ENSG00000079805,ENSG00000100603,DNM2,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q9H0E9,22938,10902,ENSG00000100603,ENSG00000112983,SNW1,BRD8,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q92616,22938,10985,ENSG00000100603,ENSG00000089154,SNW1,GCN1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P25490,Q13573,7528,22938,ENSG00000100811,ENSG00000100603,YY1,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P06493,Q13573,983,22938,ENSG00000170312,ENSG00000100603,CDK1,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q8N532,22938,,ENSG00000100603,,SNW1,,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13561,Q13573,10540,22938,ENSG00000175203,ENSG00000100603,DCTN2,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q68E01,22938,65123,ENSG00000100603,ENSG00000143624,SNW1,INTS3,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P36507,Q13573,5605,22938,ENSG00000126934,ENSG00000100603,MAP2K2,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P08238,Q13573,3326,22938,ENSG00000096384,ENSG00000100603,HSP90AB1,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q86YP4,22938,54815,ENSG00000100603,ENSG00000167491,SNW1,GATAD2A,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q96PK6,22938,100526737,ENSG00000100603,ENSG00000239306,SNW1,,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q12931,Q13573,10131,22938,ENSG00000126602,ENSG00000100603,TRAP1,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q12906,Q13573,3609,22938,ENSG00000129351,ENSG00000100603,ILF3,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q92922,22938,6599,ENSG00000100603,ENSG00000173473,SNW1,SMARCC1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q8NE71,22938,23,ENSG00000100603,ENSG00000204574,SNW1,ABCF1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q9UNM6,22938,5719,ENSG00000100603,ENSG00000185627,SNW1,PSMD13,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
O95785,Q13573,58525,22938,ENSG00000011451,ENSG00000100603,,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P30050,Q13573,6136,22938,ENSG00000197958,ENSG00000100603,RPL12,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q16513,22938,5586,ENSG00000100603,ENSG00000065243,SNW1,PKN2,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P38919,Q13573,9775,22938,ENSG00000141543,ENSG00000100603,EIF4A3,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q8TAQ2,22938,6601,ENSG00000100603,ENSG00000139613,SNW1,SMARCC2,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
O00148,Q13573,10212,22938,ENSG00000123136,ENSG00000100603,,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q9UFC0,22938,222229,ENSG00000100603,ENSG00000161036,SNW1,LRWD1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q9NTK5,22938,29789,ENSG00000100603,ENSG00000138430,SNW1,OLA1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
O60645,Q13573,11336,22938,ENSG00000180104,ENSG00000100603,EXOC3,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q00839,Q13573,3192,22938,ENSG00000153187,ENSG00000100603,HNRNPU,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P62333,Q13573,5706,22938,ENSG00000100519,ENSG00000100603,PSMC6,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P07910,Q13573,3183,22938,ENSG00000092199,ENSG00000100603,HNRNPC,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P10809,Q13573,3329,22938,ENSG00000144381,ENSG00000100603,HSPD1,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q8N6R0,22938,51603,ENSG00000100603,ENSG00000010165,SNW1,EEF1AKNMT,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q99816,22938,7251,ENSG00000100603,ENSG00000074319,SNW1,TSG101,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P08579,Q13573,6629,22938,ENSG00000125870,ENSG00000100603,SNRPB2,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q9H4M9,22938,10938,ENSG00000100603,ENSG00000110047,SNW1,EHD1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q00577,Q13573,5813,22938,ENSG00000185129,ENSG00000100603,PURA,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
O95983,Q13573,53615,22938,ENSG00000071655,ENSG00000100603,MBD3,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q92900,22938,5976,ENSG00000100603,ENSG00000005007,SNW1,UPF1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
O75934,Q13573,10286,22938,ENSG00000116752,ENSG00000100603,BCAS2,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
O00410,Q13573,3843,22938,ENSG00000065150,ENSG00000100603,IPO5,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q8WX92,22938,25920,ENSG00000100603,ENSG00000188986,SNW1,NELFB,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q9P2I0,22938,53981,ENSG00000100603,ENSG00000165934,SNW1,CPSF2,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q07864,Q13573,5426,22938,ENSG00000177084,ENSG00000100603,POLE,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q9UPT5,22938,23265,ENSG00000100603,ENSG00000182473,SNW1,EXOC7,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
A6NHR9,Q13573,23347,22938,ENSG00000101596,ENSG00000100603,SMCHD1,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
O60264,Q13573,8467,22938,ENSG00000153147,ENSG00000100603,SMARCA5,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P23258,Q13573,7283,22938,ENSG00000131462,ENSG00000100603,TUBG1,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P68366,Q13573,7277,22938,ENSG00000127824,ENSG00000100603,TUBA4A,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q9Y618,22938,9612,ENSG00000100603,ENSG00000196498,SNW1,NCOR2,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P40937,Q13573,5985,22938,ENSG00000111445,ENSG00000100603,RFC5,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P62917,Q13573,6132,22938,ENSG00000161016,ENSG00000100603,RPL8,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
O94776,Q13573,9219,22938,ENSG00000149480,ENSG00000100603,MTA2,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P40938,Q13573,5983,22938,ENSG00000133119,ENSG00000100603,RFC3,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
O15372,Q13573,8667,22938,ENSG00000147677,ENSG00000100603,EIF3H,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q01780,Q13573,5394,22938,ENSG00000171824,ENSG00000100603,EXOSC10,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q7Z5R6,22938,54518,ENSG00000100603,ENSG00000077420,SNW1,APBB1IP,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q9Y230,22938,10856,ENSG00000100603,ENSG00000183207,SNW1,RUVBL2,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P52272,Q13573,4670,22938,ENSG00000099783,ENSG00000100603,HNRNPM,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q9NTJ3,22938,10051,ENSG00000100603,ENSG00000113810,SNW1,SMC4,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P33981,Q13573,7272,22938,ENSG00000112742,ENSG00000100603,TTK,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q99832,22938,10574,ENSG00000100603,ENSG00000135624,SNW1,CCT7,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q10570,Q13573,29894,22938,ENSG00000071894,ENSG00000100603,CPSF1,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13151,Q13573,10949,22938,ENSG00000177733,ENSG00000100603,HNRNPA0,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q8NFH4,22938,79023,ENSG00000100603,ENSG00000075188,SNW1,NUP37,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q9Y266,22938,10726,ENSG00000100603,ENSG00000090273,SNW1,NUDC,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P26373,Q13573,6137,22938,ENSG00000167526,ENSG00000100603,RPL13,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q8WVM7,22938,10274,ENSG00000100603,ENSG00000118007,SNW1,STAG1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P51991,Q13573,220988,22938,ENSG00000170144,ENSG00000100603,HNRNPA3,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q9Y450,22938,10767,ENSG00000100603,ENSG00000112339,SNW1,HBS1L,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P78406,Q13573,8480,22938,ENSG00000101146,ENSG00000100603,RAE1,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
O14757,Q13573,1111,22938,ENSG00000149554,ENSG00000100603,CHEK1,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
O75643,Q13573,23020,22938,ENSG00000144028,ENSG00000100603,SNRNP200,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q99570,22938,30849,ENSG00000100603,ENSG00000196455,SNW1,PIK3R4,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q9Y383,22938,51631,ENSG00000100603,ENSG00000146963,SNW1,LUC7L2,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13535,Q13573,545,22938,ENSG00000175054,ENSG00000100603,ATR,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q9H267,22938,26276,ENSG00000100603,ENSG00000184056,SNW1,VPS33B,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P07437,Q13573,203068,22938,ENSG00000196230,ENSG00000100603,TUBB,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13509,Q13573,10381,22938,ENSG00000258947,ENSG00000100603,TUBB3,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P24468,Q13573,7026,22938,ENSG00000185551,ENSG00000100603,NR2F2,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
O94913,Q13573,51585,22938,ENSG00000165494,ENSG00000100603,PCF11,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q6P1J9,22938,79577,ENSG00000100603,ENSG00000134371,SNW1,CDC73,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
O60443,Q13573,1687,22938,ENSG00000105928,ENSG00000100603,GSDME,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q8IWX8,22938,10523,ENSG00000100603,ENSG00000085872,SNW1,CHERP,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q5SW96,22938,26119,ENSG00000100603,ENSG00000157978,SNW1,LDLRAP1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P05198,Q13573,1965,22938,ENSG00000134001,ENSG00000100603,EIF2S1,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
O96019,Q13573,86,22938,ENSG00000136518,ENSG00000100603,ACTL6A,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q96CW5,22938,10426,ENSG00000100603,ENSG00000126216,SNW1,TUBGCP3,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q99496,22938,6045,ENSG00000100603,ENSG00000121481,SNW1,RNF2,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q9H1A4,22938,64682,ENSG00000100603,ENSG00000153107,SNW1,ANAPC1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q92499,22938,1653,ENSG00000100603,ENSG00000079785,SNW1,DDX1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P23246,Q13573,6421,22938,ENSG00000116560,ENSG00000100603,SFPQ,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q8TF72,22938,57619,ENSG00000100603,ENSG00000138771,SNW1,SHROOM3,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q7L5N1,22938,10980,ENSG00000100603,ENSG00000168090,SNW1,COPS6,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
Q13573,Q9NYV4,22938,51755,ENSG00000100603,ENSG00000167258,SNW1,CDK12,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
P18085,Q13573,378,22938,ENSG00000168374,ENSG00000100603,ARF4,SNW1,anti bait coimmunoprecipitation,association,20467437,Llères et al. (2010),0.32
