drugName,entrezGeneIds,pubmedId
green tea polyphenols,2064|5243,11830514|11853888
pki-402,5728|3845|5290|6794,20371716
dextran sulfate sodium,4780|4842|4025|1026|2920|3606|4583|5599,17178849|15613746|17160477|18603806|11718223|18542050|16235535|16831596|17365404
l-751250,983|1017|1020|155,
sb-220025,3932|5601|11183|9448|2931|1455|1196|3984|10110|1452|4067|25865|3654|50488|2324|1457|1453|2066|5582|3791|9833|23683|6788|5292|5979|5594|57396|7525|5566|8444,
benzphetamine,150|148|1576,9187528
thioperamide,1559|1576|1565|1544|59340|1557,19053770|20192225
cefotaxime,7421|7124|9376|10951|2936|10919,8354907|10989981|23649425|15895687
gw0742,3248|2648|4780|5467|1576|7421|5465,23273519
oxybenzone,3064|3248|1544|216,
atlcar.cd30.ccr4 cells,1233|943,
pmid25666693-compound-65,7442,
chloroquine,2539|54106|2532|445|1559|1544|1565|51284|1576|10919|1557,19949061|27735949|22931300|22239408
donepezil,43|1139|1565|1103|590|1577|627,24951635|24433464|26952092|25730470|15989517|16083542|18695978|18780301|27567841|27911294|17047484|25282266|17990049
amcinonide,301|3417|387129|3091|2908|367|51053,
pmid27774824-compound-figure3example7,3718|3702,
pegaspargase,655|55816|2625|552859,26590194|24141364
tazemetostat,7403|2146|6598|6597|3845,26360609|23620515|28135235|28231254|26676756|24563539|29650362
methanesulfonic acid methyl ester,4780|328,22455312
oxitropium bromide,1133,
chembl2109300,351,
betaxolol,153,2903243
co-1686,1956,
pmid28117607-compound-21,120892,
egfrt/19-28z/4-1bbl car t cells,930,
chembl1200420,2554|2559|2561|2563|2555|2556|2564|2560|2562|55879|2557|2567|2558|2565|2568|2566,
raltegravir,54600|54658,
quinine,5243|3558|1576|7068|64326|1551|2539|1565,3497888|2846451|9187528|9863152|407765
chembl1522,2567|2554|2563|2568|2566|55879|2556|2565|2560|2558|2564|2557|2561|2555|2562|2559,
evp-6124,1139,
largazole,10382|7846|81027|10013|7278|1869|10381|10383|10014|84790|347688|112714|83933|203068|5925|3065|113457|7280|55869|3066|9734|347733|7277|84617|51564|79885|8841|9759|10376,20491440|21420302|21936551|25203782
xl765,23373|5295|2475|5728|200186|5290|5293|5294,
guaiazulene,9682|10919|10951,
pmid27215781-compound-37,1269|1268,
azd3463,6098|4869|238|27436,26372962|27009859|26786851|28455243
chembl3544952,170572|9177|3359|1139|200909|285242,
quinacrine dihydrochloride,7157|328|11201|5423|7398|3757|1576|3043|387129|10919|51426|5965,
chembl1201639,3643,
fused benzoheterocycle amide derivative 1,51135,
sb-431542,1565|1576|3028|23683|1557|1452|2660,25569186
gonadotropins,268|6281|5294|5602|627|4191|6317,347363|8810722|11356677|15947112|18321442|12969721|10026128|8070597
chembl2062261,4988,
hp-228,4843,
montelukast,10800|4048|1565|1559|1577|1544|4056|56934|240|4363|10060|11309|1576|1557|1558|54659|4300|64409,22931300|18695978|24407380|28940478|19151602|23970434|26083242
antiplatelet agent,1906,15253106
alprostadil,1544|1559|5731|1557|6915|5732|1565|1576,22931300
d-serine,2741|2902,
bacitracin,4057|5617|3416,12042436|8194740
quinolinyl compound 2,2642,
dndi1417827,216|5347|51053|9682|29994|10919,
anisaldehyde,216,
formestane,1545|367|23435,18256205
chloralin,367,
ecallantide,9622|3816|3818,
benzthiazide,29994|760|1576|6559,
pmid27998201-compound-7,1520|1514,
amsacrine,6311|1812|1565|2475|3028|1559|7153|79915|10919|1557|690|1576|10951|1544|7155,22931300|19155103|22537681|17911018|19725581|25626146|11459812|8823806|8519659|8632768
chlorothiazide,6559|762|760|759|3778|3158,29523524
pmid27454349-compound-100,7421,
coumaricacid,4129,
nsc-69187,11201|29127|6595|4297|5965|390245|3417|51426|4170|328|4088|5423|4137|10919|5893|4221|4780|2237,
nsc-180246,774|5965|5423|51426|328|320|58190|26013|5429|29994|4170,
ff-284,2261|2064|2260|2263|4233,25169980|28034880|25589496|26438159
chembl2068839,2902|2904,
erb-257,2100,
linolenic acid,2744|2648|55775|10919|5429|247|3028|2864|246|1576|216|7421|51426|11201|23192|7486|4780|4137|5965,19007110
idursulfase,10226|3423,
bromochloroacetic acid,4780,
ch-4051,1719,
chembl445813,1019|983|1021|1020|984|1024|1022|51755|5218|65061|23552|5127|23097|1017|1033|8621|5129|1025|5128|8558,
chembl2103840,1025|1020|983|1017,
homoharringtonine,332|613|25|7015,15854289|12744738
n'-(2 -4-dihydroxybenzylidene)isonicotinohydrazide,4780|2744|29994|9682,
tyrphostin ag-112,5594|1544|216,
caffeic acid,390245|3028|2548|10919,
tesamorelin,2692,
anti-cd20 (ha20) monoclonal antibody,931,
gnf-pf-2359,3417,
ns-1619,1559|1557|1544,
mk 1775,7465,
xoma-629,671,
simazine,2648,
chembl22055,2798,
mdx-1342,930,
chembl1722,9|6531,
penfluridol,5467|8913|367,
rhodamine 123,9429,11559526
pmid30107136-compound-example2,29126,
chembl1200983,6241|6240|50484,
triphenylstannyl acetate,79915|367|7421|2648,
azilsartan,185,
quinpirole,1814|55775|1813|7068|10919,21536445|21388142|26164842|21999579|25969169
dihydroergotamine nasal,3352|3351,
imidazo bicyclic iminium derivative 9,6608,
macrolide antibiotic,3558|3586,1513198|16476120
phenoxybenzamine,1576|1565|4780|216|10951|148|1813,22931300
us8987457 - 198,415116,
atrasentan,10599|1909,16513443
indole-based analog 2,596|598|4170,
tolonium chloride,11201|7068|3417|2237|29994|29127|5423|4780|4137|79915|865|5965|641|6311|367|472|861|390245,
sr-123781a,2159|2147,
m9831,5591,
moexipril,1636,
levomequitazine,55806,
aminacrine hydrochloride,8438|4780|2237|11201|5893|6595|51053,
demethylencecalin,3248|55775,
pyrrolidinyl urea derivative 12,4914,
cefotaxime sodium,11201|9682|5965|54737|51426|10919|55775|5429|328|5423,
eluxadoline,4985,22695132
fesoterodine,1576|1128|1129|1131|1565,
cs-038,5468|5465,
betanaphthol,4780,
propafenone,1565|3757|5243|1812|6331|2475|1576|64326,2713973|14653957|17001296|12421483|17460029|16278312|9187528
tm38837,1268,
oxyquinoline sulfate,367|4780,
l-733060,3757|6869|7253|1559|7157|1565|1557,19388677
ethylvanillin,4129,
n-oxalyl-d-tyrosine derivative 3,390245,
benzoic acid linked peptide analog 4,7299,
aromatic ring compound 1,2642,
nsc-695801,7849|2237|51053|5893|4088|6311,
pmid27724045-compound-15,5027,
uk-66914,796,
imo-2055,54106,
hmba,5914|921|6490|7038|5933,9067579|8462662|11310793|10450830|9205091
iph-2101,3804|100132285|3803|3806,24658821
af-219,5024,
decitabine,1956|3417|1786|7157|1788|54790|3845|51053|171023,24874286|24077826|25968887|27418649|22124213|25224413
gsk-961081,154|1131,
pmid28870136-compound-38,4907,
nipradilol,155,
dznep,2146|6598|3845,25605023|26676756|23190500
recombinant factor ix fc fusion protein,2243|2244|2159|2266,
lactulose,1437|7124|2214|2215,11355146|11226652|1418064
gp100,1437|3146|27020,15665624|16968820|8779689
chembl2108051,2660,
acepromazine,1544|1565,
chembl1952329,5292|415116|11040,
hmpl-004,4790,
chembl1201463,4986|4988|4985,
tcmdc-123951,1557|387129|3417|79915|1576|7849|6311|4088|51053|1559,
cct018159,4058|7525|5292|4137|4233,
esmolol,153,
sym015,4233|1956,
resorcinol compound 5,7299,
lisinopril,624|7432|1636|4314|183|59272|6462,12522467|2822521|11872207|19290794|9535416|8986921|15773232|11217909|10335726|20577119|9726242|9869506|9270093|15967849|11007831|10999650
sar-115740,7442,
bdbm50061612,415116,
cgp-57380,8569,25800647
dhea,4842|581|5291|5595|3667|3558|51083|1490|7054|5290|6517|332|2670,16836960|9177459|15501480|17102100|16091484|12195234|15675949|8704732|18349113|16461558|14973190
gnf-pf-3546,79915,
carbamate derivative 16,11343|2166,
fang vaccine,7042|1437,
tcmdc-123591,4221|4297|4154,
chembl1879463,5296|8503|5295|5293|5290|23533|2475|5291|5294,
sew-03621,51053|5347|79915,
chembl1200629,1146|1145|1134|1144|1140,
pmid28870136-compound-42,4907,
pyrimidopyridazinone derivative 2,3717|3718|3716|6850,
ketoconazole,10919|1544|8529|9429|7421|54737|5243|1576|29994|9682|1565|6622|1559|64816|3320|1557|9971|4780|10951,22931300|15753130|17518356|2546501|26360048|24996140|26052884|9187528|15991489
antiangiogenic,2744|2247|56892|6366|4193|811|5290|290|3674,15743040|10353921|15289477|10925282|17138942|10498619|11857382|12954328|12019160
agg-523,11096,
dimethyl sulfoxide,4353|5243|6855|3916|1848|358|2215|3265|7431|5744|2214,1845843|8762455|2512391|2243101|10702230|9374641|16896803|3856429|6376521|10839458
balsalazide,5743|5468|5742|240,
ibrutinib,4615|7157|695|4609|4067|1565|472|1956|7525|660|5336|4088|2064,26563132|24869598|24697238|28830912|25222877|27199251|24915291|25853747|26182309|27626698|27256378
pmid27744724-compound-18,596|598|599|4170,
fpl-55712,3248|7421,
pmid25470667-compound-figure4-1a,8694|84649,
sappanone a dimethyl ether,3248|1576|7421|216|390245|4137,
mmv006513,9682|5423|7486|29994|5893|8438|2237,
gnf-pf-4576,317|10919|9682|51053,
seliciclib,1022|1017|891|5925|7157|1025|6606|890|6607|595,21080703|21417417|22862161|26826118
oxyphenbutazone,4780|4088|4137|213|367|10919|9682|5347|1576|6311|7421,
biomed 101,56413|1241,
pmid29649907-compound-11,9971,
tezampanel,2899|2891|2898|2892|2890|2900|2897|2893|2901,
differentiation inducer,3315|5328|3316,7500647|8595156|9332492
egcg,8161|3146|4780|3767|338|1576|2697|6517|3082|7161|1437|4363,16046615|17987129|16950787|17656102|11936850|17108060|15736408|18591783|16449979|17369354|9000119|15637567|14511674
shikonin,7068|51426|5965|328|4137|7421|2648|861|10919|865,
aftvac,1438|3560,
iproniazid,1544|1576|1559|1557|1565,22931300
pmid25666693-compound-10,7442,
xentuzumab,3481|3479,
nsc-407228,23435|7421|472,
chembl1201108,554|552,
opc-34712,3350|3363|1813|3356,
hymecromone,1544|3315|367|5467|3028,
isoquinoline derivative 1,1269,
ornithine decarboxylase inhibitor,4609,11876528
sb-204741,1576|27006|9367|4137|7066|1557|1559|672|4864|1544,
keyhole limpet hemocyanin,5599|7040,15857404|17093201
tnx-102,152|3356,
cd19-targeted cart cells,930,
etomidate,2554|2565|2568|2566|2556|2558|2560|2561|151|2562|2557|2555|2559|2567|2564|2563|55879,16884293|20704351
rilimogene galvacirepvec,354,
dndi1417941,9682|10919|5725|7494|3064|3320|5594|4780|26013|10951|51053|6311|4137|4088|7398|79915|29994|80201,
chembl979,2564|2554|55879|2557|2567|2565|2560|2558|2561|2568|2556|2559|2566|2562|2555|2563,
alefacept,914|965,
tribromsalan,5467|7421|367|4137,
zuclopenthixol,1813|1812|1565|1816|1544,12107620|1927573
cd40l,9308|3683|2315|5294|1027|4170|958|3600,11093145|10940895|12947333|12433678|17015702|10520003|12237284|16213477|10725717|10202112
clavulanic acid,2346,
pmid26924192-compound-102,8019|6046|23476|676,
thunberginol a,51053|5429|29127,
a-70108,390245|1812|1557|1559,
creatine,4336,31624333
pyridine-amide derivative 1,8694,
isokaempferide,328|51426|4170|5965|9682|2237|5429|7486|11201|5423|29994,
melanoma vaccine,6490|2315|1437|7299,10093041|12684425
tolmetin sodium,3248,
pf-06463922,238|5925|27436|6098|4869|7157,25749034|27432227|26698910|26144315|26554404|28285684
chembl1200826,2932|3612|2931,
gsk2798745,59341,
ddtc,627|596|1437,17052849|9726816|1381236
methyldopa (racemic),10951|10919|5999|2237|390245|54737|328|5423|216|5965|4137|3248,
methylbenzethonium,7398,
akt/erk inhibitor onc201,1816|8358|3020,30559168
antitumor antibiotic,1719,8117738
tpx-0005,6098|6714|238|4914|27436,
chembl1555,43,
gam-501,5155,
anthracycline antineoplastic antibiotic,2322,24981688
chembl3545283,1025|1019|983,
tcmdc-123862,23435,
procainamide,6331|64326|10,
triazolo-pyrimidinedione derivative 2,1803,
mabt5102a,351,
chembl3545221,729230,
tru-016,951,
sch-53020,672|23435,
diffractaic acid,2671|5347,
arachidonoyl dopamine,7421|216|2648|10919,
ethyl vanillin,216,
cd20bi aatc,931,23529012
biochanin a,1543|632|5243,15479032|16204952|12948016
amg900,9212|6790|898|4609|6795,
dextran sulfate,1580|2160|2158|3559|5328|4023,15039297|12968031|15182201|10653436|2465792|7920442
tris(4-isopropylphenyl) phosphate,9970|367,18983136
oestrogens,7252|3315,4053412|7926277
chembl2107779,1432,
chembl411907,5291|5290|5295|5296|8503|23533|5294|5293,
daidzein,1559|3381|1544|7157|1565|4864|4780|9367|3028|1557|6606|2099|5294|3976|79915|2353|29127|6607|54658,12112014|16038533|16108819|10508216|8593857|21030469
phe-377,7442,
safotibant,623,
bithionolate sodium,7421|367|247|246|1576|840|7398|4137,
dichloroisoproterenol,154|153,2903243
nsc-102045,4864|6607|79915|9367|6606,
chembl3545108,5027,
labetalol hydrochloride,3028,
flavonol,390245,
chinese herbs,3559|3553|7498|3569,16152828|8871284|3007357|15768879
adapalene,5914|6258|5915|7398|6257|5916|6256,
estradiol acetate,367|2099|3417,
elinogrel,64805,
sar-100842,23566|1902,25593637
chembl2107313,7150|7155|7153,
pmid27774822-compound-figure3compoundi-165,3717|7297,
hepatitis vaccines,3566|3596,21111021
phenylstibonic acid,51426|7421|55775|2237|11201,
n-quinolin-benzene sulphonamide derivative 1,4791,
chembl468,9978|51185|8451|1642,
cpl-7075,7124,
pmid29338548-compound-48,6536,
pmid26394986-compound-53,6774,
chembl585,6337|6338|6340,
iso-iantheran a,5032|5029|5028,17941622
chembl473417,6608,
chembl429876,3685|3690|3693,
gnf-pf-4481,3417|2740,
glyburide,6833|1559|1557|358|3558|2539|5468|1576|1565|6517,14759764|10466081|26384286|8224371
pmid27109571-compound-25,2167|2171,
sufentanil citrate,5346|4780|9682,
meclofenamic acid,240|5743|5742,
hycanthone,5893|11201|6311|1559|5467|8438|1565|3417|1557|2237|1544|3091|5423|4780|4255|1576|328|367|3064,22931300|9609323
azd-0837,2147,
chembl1090771,55851|5663|83464|8081|51107|23385,
cyclopenta[d]pyrimidine derivative 1,4916|4915,
pmid28350212-compound-23,51107,
chs-131,5468,
gs-4997,4217,
sodium benzoate / sodium phenylacetate,383|435|1373|5009|162417|445,
pentabromophenol,2908|5347|2237|3248|2194|10411|3028|11069|3417|2099|29994|2648|9971,
fluphenazine dihydrochloride,3757,
pmid29649907-compound-8,9971|151306,
ox914,5141|5142,
retaspimycin,3320|3326|3324,
halothane,1548|513|779|6261|3028,12386121|19702528|19442086|11038165|14704462|8886611|16163667|12411788|15201141|11260227|25989378|12411786|26951757|8828983|19919814|17710899|7829078|9334205|21965348|11063719|10823104|20681998|25611019|19648156|25256590|12220451|11668625|23736090|14500992|9066328|14641996|18945287|25960145|7889656|11575529|18212565|16284304|8602662|18306019|28326467|11928716|18502356|10352931|12151923|11525881|17122579|16917943|8220422|10700782|17226826|9389851|16732128|16835904|11448278|29101530|9450902|7547049|23628358|9543323|24361844|26994242|12208234|15448513|16621918|21455645|11553045|12124989|19020143|19191329|27918309|8220423|12059893|10612851|16732084|10793526|27382027|15108991|12709367|12123492|26381711|25268394|28063098|11493496|12434264|19685112|25735680|8902717|29608462|27663056|7751854|8012359|9520251|15731587|15210166|1510267|10888602|22030266|25466363|17483490|28403410|12237752|1774074|17081152|18564801|10484775|21282829|16244001|7586638|19191333|25086907|7633940|17667581|12883402|19346234|1354642|22415532
chembl1371,3783,
chembl2106195,152|151|150,
bcnu,5328|1869,9219734|11445852
ontecizumabamatuximab,57124,
mva-bn,55|354,
onartuzumab,4233|2064,24101053|27918764|23882082|22389872
px-866,5290|5294|8503|5293|5288|30849|5295|5289|146850|5291|23533|5286|5296|3845|5287,18493606|22693357
nsc-327705,3028|1544|1557|3091,
phosphodiesterase inhibitor,3308|5617|5122|5328,9383212|6173210|8822509|3021458
mbx-102,5468,
l-745870,7398|3757,
ziprasidone,1815|148|1813|3352|1577|3358|3269|1814|367|4160|153|5999|3356|3350|10919|1139|3363|440275,18695978|22566560|23799528|23920449|27217270|24751813
pmid25980951-compound-21,331|329,
dndi1417099,7849|51053|2139|4088|29994|3417|9682,
chembl3545065,6093|9475,
thymalfasin,5757,
imidazole benzamide derivative 1,9536,
chembl1542,5471,
neocyclocitrinol b,2835,18656987
caulibugulone b,7157|641|1576,
desmosterol,7376|10062,23910990
chembl1200464,6331|6334|6332|6335|6329|6328|6336|6326|6323|11280,
alpha interferon,3172|3576|1791|2056|5914,8777337|10614716|6335218|2016633|8857944
piracetam,2890,20163115
pk11007,7157,
ds6051b,6098,
nsc-753575,7846|10381|347688|7280|84617|203068|10383|347733|81027|7277|113457|10376|112714|7278|10382|84790,22543234
ap1030,4160|4157,
belotecan hydrocholoride,7150,
gft14,5465,
bentiromide,3249,
estriol,2099|367,
cid 2056784,9367|3248|55775|7157|79915|4864,
gnf-pf-1644,3417|6311|4088|4780|29994|10919|2740|4137|3064|9682|79915,
liposomal grb-2,2885,
acitretin,7421|5347|51053|3553|7398|9682|6774|5914|11069|2648|4137,1431212
bmn-110,2588,
harmine,1544|1196|8444|1576|1198|4128|8445|1859|1195|57396|4780|9149|216|3028|328,22998443
tocilizumab,3570|374378|2214|969,27339827|30457672|24978393|27958380
chembl1693,6531|9,
pyrazole derivative 66,6774,
v-101,152,
tbi-1501,930,
ingenol mebutate,5588|5581|5579|5586|5590|5583|5580|5582|5585|5584|5578,
r112,2207|2205|2206,
propidium,328|29994,
pmid25522065-compound-41,2847,
maltol,390245|9682,
hgs1029,329|330|332|331,
chembl2358147,3356|1813|3358,
xl999,3791|2322|558|2321|3815|2324|5159|2260|6714,
propionylpromazine hydrochloride,5893|3757|2740|3417,
chembl738,2557|2566|55879|2568|2555|2562|2560|2558|2567|2563|2565|2564|2556|2554|2559|2561,
dndi1417024,4864|9367,
amo-02,2932,
bromocriptine,3952|3558|1814|6295|4852|4609|5243|4780|1813|2668|1544|7421|10919|1812|367|2353,12088923|8191163|3494043|1679226|11680511|11856485|9514944|18455424|12770616|9321526
chembl3545257,781|9254,
ad-oc-hsvtk/valacyclovir,7083,
sna-120,4914,
chembl452,2567|2557|2565|2564|2561|2568|2555|2558|55879|2562|2554|2563|2556|2559|2560|2566,
glufosfamide,6517|6527|6523|6513|6518|6514|6524|6515,
nsc-37642,5347|2744|7486|80201,
pmid25666693-compound-117,7442,
tcmdc-125321,5347|9367|4864,
protein vaccines,920|925,
chembl2103873,1909|1910,
piperazine carbamate/urea derivative 2,11255,
nv-52,6916,
lorazepam,348|2559|2560|2564|2565|2556|2562|2569|2567|7366|706|2557|2561|55879|2570|2558|2554|200959|2563|2566|2555|2568,15699298|15961980
zd-6126,203068,
pmid27336223-compound-11,5916,
chembl2027925,3360,
nsc-117199,3248,
arl-67085,64805,
indocate,10919|367,
chembl2103824,5468|116085,
enoxaparin,462|2147|3674,12734394|16686945
imidazo[5 -1-c]pyrido[2 -3-e][1 -2 -4]triazine derivative 5,5138|10846,
pmid29338548-compound-14,6536,
voriconazole,1555|5243|5970|1565|9429|1557,19029318|19033450|18625774|16141569|17518356
chembl1908371,2159,
combretastatin a4,7846|347733|10376|10383|5595|84790|7278|203068|10382|7277|84617|7280|5594|112714|10381|81027|347688|113457,23631389|16913727|22543234|25584687|24669888|17765552|25192811|22982122
kbp-5074,4306,
esoxybutynin,1557|1565|1544|1576,
nordefrin,4137|5965|51426|390245|328,
cp-331684,155,
sj000120081,3064|3417|51053,
cid 667285,2548|7157|5429|3028,
cimiracemate a,5595|5594,19835377
butamben,1576|650|367|1544,22041064
pregnenolone carbonitrile,4780,
psb-1115,3028|1565,
nile red,79915|4864|672|9367|9290,
taxifolin,11201|5429|5423|51426|2237|10951|390245,
calmidazolium chloride,2237|5651|9099|51426|3416|51053|10919|387129|317|641|6311|54737|7334|7341|2744|4088|9682|3757|3320|3417,
nsc-156744,994,22524450
gnf-pf-3736,5893|6595|390245,
pmid25435285-compound-49,2912,
chembl1201091,148|147,
propylthiouracil,1559|3123|7157|7173|5564|5617|1557|1733|3952|1565|2697|4650|4353|1544|7124|627|3559,22931300|7790147|12433937|9270719|12450621|12606457|3989729|26509551|15119959|11077070|8340196
dndi1417548,4791|6607|51053|3064|4790|29994|6311|6606|9367|5970|390245,
dihydrospingosine,1565|3417|7398|7334,
flavoxate,1133|1129|1128|1565,
hlf 1-11,4057,
fentanyl,409|367|3576|79651|3763|7498|777|1576|4353|5027|2215|4985|154|1565|7364|3569|5243|4988|1386|2214|1312|3684|1577|58986|4615,30549211|9527747|21622719|9637647|17987285|8391745|11772808|26771271|30281924|25825958|32401749|29601950|22277678|27883323|17192767|19514130|23557865|30106255|15098168|24365989|27236640|18695978|29207912|24469018
chembl2104991,3357|3356|3358,
phenylbutyrylhydroxamic acid,55869|10013|83933|3066|3065|9759|9734|8841|51564|10014|79885,21874153
p-1101,3440,
bromebric acid,367,
chembl1200440,6332|11280|6323|6336|6328|6335|6331|6334|6329|6326,
incb054828,2261|2263|2260,
indocyanine green sodium,5429|9682|7486|51426|11201|2237,
pralidoxime iodide,9682,
alisertib sodium,6790,
ocrelizumab,931,
gw785804x,7525,
allyl isothiocyanate,5770|7442|8989,26338358|26263397
dndi1395216,5893,
dndi1417759,216|51053,
chembl1084546,5747,
sj000150791,4864|9367|4088,
nsc-83217,216|1544|3248|1559|1557,
chembl1637,5424|5426|6241|6240|50484|5422,
mmv085203,5725|79915|3417|5594|4137|317|10919|9682|51053|216|3064|29994|7398,
gsk2636771,5291|5294|673|23533|146850|5290|5293|5288|5728|5286|5295|5289|5287|30849|5296|8503,26577700|26645196|26117819|23674493
chembl1094636,142|10038,
perhexiline,1544|1376|1374|1565|1576|1375|1557,22931300
chembl3039529,7125|7136|7140,
pmid29130358-compound-figure17(12),4321|4318,
butane-2 -3-dione monooxime,1557|1565,
xl844,1111|11200,
nadolol,4023|153|154|6579,1681747|2903243|24419562
ginger,6863|5742,1282221|14693173
dndi1416924,51053|4780|9682,
gnf-pf-3696,10002|51053,
chembl1187846,1128,
mirogabalin,781,
car-t cells targeting mesothelin,10232,
chembl1200854,1813,
chembl3545161,2915,
cyclopropyl-spiro piperidine derivative 3,6335,
pepstatin,5965,
rivoceranib,3791,
gs-9820,5293|5728|5290,
mmv007764,1565|3757|1544|9682|3064,
tc-a2317,7157,22293494
tcmdc-124377,51752|3028|51053,
pyrimidinyl compound 6,29110,
s-222611,2064|1956,24837299|25434923
e-6700,6916|240,
tgr-1202,5293|5294,
tosagestin,5241,
gallic acid methyl ester,29994|10919|9682|328|390245|2671,
chembl238465,1137|1141,
pyrazolo[1 -5-a]pyrimidine derivative 28,8694,
spp635,5972,
sobetirome,7068,
patulin,3725|5468|5594|983|7421|7157|1072|4137|7398,16680159
he3286,2908,
erteberel,2100,
nsc-172033,3028|246|1544|247|1557|1559,
rosmarinic acid,29994|641|5965|7068|4170|328|5423|4137,
chembl1201823,942|941,
pmid27109571-compound-20,2171|2167,
bfgf,2890|2893|6513|7049|3589|186|2892|1432|2920|2047,8987751|7595547|15924676|1556106|12063288|10537123|15310753|15194436|17255342
chembl1201496,3643,
tak-659,6850|2322,
vt-111a,7032,21683260
digitoxin,367|7155|79915|4088|476|2908|4780|51053|6774|3417|7153,16309315
dideoxyadenosine,93659,10788437
gnf-pf-4618,7458|26986,
propoxycaine,1565|1544,
nsc-728558,7015,19167892
chembl415049,9212,
nefazodone,3351|5243|148|6532|1565|3358|3356|6530|2289|147,21449676|18597649|20709156|19676097|15565110|23733030|17467808
pmid25666693-compound-83,7442,
peptide analog 64,1991,
xilonix,3552,
chembl1200790,55879|2557|2561|2554|2566|2558|2560|2555|2565|2556|2564|2562|2559|2563|2568|2567,
xanthine oxidase inhibitor,4353,12064806
vitamin e,2936|2064|5360|8529|348|5741|7040|80781|2950|2796|5243|468|354|7054|4312|5898|3265,2035236|15582575|15734742|15576481|12105225|17341693|18433732|20861217|15753130|24759732|24138531|11997390|12076219|408151|1505665|12792883|17029404|12876296|11043924|16006884|11172767|16083877|12514119|10836612|12057767|16861802|9750015|16166287
vatalanib,3791|1956|3815|2321|4780|2324|5159|1436|5156|367|2444|6788|6198,28759044
alpha 1-pi,1990|2904,
diethyl-2-dodecylidenemalonate,8850|2033|1387,21292492
azd5363,5290|3845|2261|207|10000|208|7157|5728,26116361|19755509|24088382|22294718|26351323|26931343|28376212|28489509|26910118
dov 102 -677,6530|6531|6532,
bendamustine,472|969,20739657
chembl3544948,2798,
palmitoyl-dl-carnitine chloride,3417|51053|3320,
sildenafil,1636|1576|2784|8654|4846|7422|1577,12837457|28440343|12576843|22064666|23007311|18695978
dimethylcurcumin,1956|2066|2064|2065,25753330
cycloalkyl nitrile pyrazolo pyridone derivative 1,3716|3717,
pmid28766366-compound-scheme12-3,1859,
mitomycin,1544|2176|7450|7157|632|5243|367|79728|1565|1559|1557|1576,22931300|16243825|2104558|14514923|9857648|21135251
bromhexine hydrochloride,51053,
prostaglandin a2,5778|3248|216|5423|10919|29994,
famitinib,3815|3791|2321|2322|2324|5159|5156,
ave1701,1230,
chembl2109047,3454|3455,
carotenoid,2944|2730|7157|4780,15095308|15657364|10051470
sj000018309,2139|3320|7849|11069,
oleamide,7157|1544,
piperazine urea derivative 1,2166,
pmid27336223-compound-7,5915,
chembl1626570,1128|1131,
bunamidine,7398,
ly2127399,10673,
chembl324547,887,
s(+)-isoproterenol-bitartrate,11201|51426|4137|5423|154|390245|9682,
us9714230 - 46,5927,
pyrazolopyrimidine and thienopyrimidine amide derivative 1,51135|3654,
diclofenac sodium patch,5742|5743,
chembl2107846,8795|8797,
nortriptyline,5243|6532|2784|627|1565|6311|1812|6530|7157|10090|23516,12082591|20826553|19641488|20360315|25916525|20970119
entacapone,1312|51426,21280081
trichostatin,51564|55869|9759|3066|79885|2629|8841|10013|83933|9734|79915|22933|216|10919|10014|6606|3065|6607|1080,21055848|16921367|19966789|19385600|24074025|18054239|22280363|20030343|17149860
nylidrin hydrochloride,3757,
laquinimod,4791,
oxidopamine hydrochloride,51426|2744|328|55775|10951|9682|2237|390245|4137|4221|7421|5429|5965|7398|5347|5893|4297,
thiomorpholine derivative 2,91039|1803|54878,
chembl730,2982|2983|2977|2974,
gisenoside rk1,23411,26420067
pmid26394986-compound-10,6772|6774,
ly-2624803,3269,
dihydroergotoxine,1813,
all-trans-retinoic acid,4613|5599|7038|3280|5914|332,11107126|11927016|10946899|12080040|9417874|11939262
melatonin,64816|581|1576|4133|3458|5914|4543|2691|1551|1544|4835|5187|15|2730|632|7040|5294|240|4609|4129|4544|2670|3553|9168|5617|6095,11554431|15205854|8829136|7722866|15813899|8370132|11882353|15978008|12895514|8674865|15644438|15026119|10515588|17349020|9649124|16313502|10668425|7629697|9726430|10877823|8077674|12188030|8977440|8702678|12595746
chembl3707297,768,
agn-199981,151,
guanethidine,6530,
chembl517712,1129|1131|1128,
gdc-0032,5728|5290|2064|3845|5294,26589432|25172762|26333383|28331003|23662903
chembl2108370,3559,
lx1032,7166,
linaglipton,1803,
giparmen,367|23435,
chembl646,2567|2563|2557|2560|2564|2568|2555|2554|2556|2558|2559|2561|2566|2562|55879|2565,
otlertuzumab,951,
dihydropyrido pyrazinone compound 1,92737,
zk-93423,4137|2561|2554|2566,
lobaric acid,10054|11069|7253|29994|5429|5300|7421|5347|4088|10411|5423|60482|10055|5770|6311,19362837
nsc-640559,4835|1728,21074425
triclofenol,4780|3248|6097,
nateglinide,796|10599|1559|3758|3767|1557|1544|1576|1565|6833,18187595|22842957|22931300
sar153191,3570,
cid 5310655,6606|7157|9367|6607|4864,
pyrazino[2 -1-a]isoquinolin derivative 2,50865,
proglumide,886,
tetra-hydro-pyrazolopyrazine derivative 4,2915,
gsk0660,5467,22369181
