drugName,entrezGeneIds,pubmedId
sj000018300,29994|3320|154|9682|390245|200316,
k-134,5139,23110051
sj000044511,80201|3248|2648|239|5429|51053|9682|11069|3417|216|4088|1235|5347|7398|4170|387129|5300|7068|246|3064|10919|11201|79915|29994|390245|5725|2237|641|4137|7421|7486,
sr9011,9572|10062,23656296
sj000113107,2740|9682|10919|6311|29994,
sj000014858,10919|9290|5429|216|4137,
cid 663143,4088|51053|1557|1559|3417|7849|1544|1576,
nordihydroguaiaretic acid,54737|1437|1557|7421|5423|247|3326|11201|1565|2099|10951|5328|174|1559|51426|4137|10919|3320|1576|9682|5999|51053|6311|390245|4790|5602|5965|2717|3248|7276|7124|2237|7066|3028|367|7486|5429|216|246|7157,2453577|2122915|1716990|17395008|25314129|15379894|22047606|17869117
salt,1158|4650|4842|5068|2981|185|2980|64499|1670|3146|154|624,9187248|8987990|11243307|9024308|12137970|12924626|10559834|10100098|10564101|3048411|9169780|1939057|2557514|10775071
mitoxantrone dihydrochloride,10951|5594|7849|5467|26013|7486|79915|6311|29127|7157|54737|3417|390245|5429|10919|5423|328|4154|11201|29994|7421|9682|387129|2648|5893|2237|51426|641|4137|5965|367,
a-1155463,3717,25787766
chembl1200986,1814|3356|1815|1813,
spirocyclic diamine urea derivative 2,2166,
nitrogen mustard,581|2950|3579|2064,9459175|11839668|2882834|12753603|16417271
car-t cells targeting cd20,931,
gnf-pf-4085,2629|4137|23192|7494|2740|5319|4780,
chembl235191,51564|3066|79885|10014|55869|8841|9759|3065|83933|10013,
chembl2096631,2562|2557|2566|2565|2561|2558|2563|55879|2554|2556|2559|2568|2564|2560|2567|2555,
chembl3545120,7010,
pyrrolo-pyrimidine derivative 5,5979,
raloxifene hydrochloride,367|9682|3757|5034|1576|29127|29994|9971|10919|7334|6256|5467|216|2908|5468|51053|5617|2629|3028|3417|54737|4137,12370106
uvb,7161|1490|3726|2157|7132|7057|2944|231|909|4780|7421|7170|5599|5294|1544,14514652|11874477|9607142|11966687|9754576|14962109|12083949|10391122|9372527|16951152|16598763|9270028|16114492|15755875|3734486
pz-1,3265|3791|5979,26126987
adenoviral vector,5329|6366|3265|1588,12955075|14613584|10911621|15117876
chembl3545386,623,
agroclavine,7421|1565|10919|1814|4137,
gnf-pf-1399,6774|200316|3064|10919|4137|60489|4780,
bi-87e7,3417|2194|4137|3248|7494|10919|6311|5429|11201|9682|10951|51053|7421|3320|29994|216|5347,
ly-411575,83464|55851|5663|5664|51107|23385,23181502|19443228
chembl150894,2324|2321|3791,
,171023|23451|9212|4869|1788|2120|6927|1017|23624|6795|1025|4233|54880|80381|5293|2624|10000|1969|5604|939|3480|1021|1050|55503|2066|4089|5156|26040|2956|867|208|668|94025|23373|54790|1441|207|4297|5885|10320|1022|4292|5747|2322|2099|861|3845|999|142|5781|7307|3417|200186|4615|7157|1956|983|1436|673|3815|115653|1018|1019|6790|285|5605|10038|4070|63035|3620|811|2623|6427|3091|7150,24220272|26849014|20880116|21714648|23690417|21998214|22096241|19047294|26586702|16109776|26676635|26239249|25281355|24573385|25713434|21881046|22490330|21670448|26711002|10086740|26102509|26606880|9462753|26522332|26769228|25807284|8609706|21877899|11432885|24517889|15704129|26961851|25434466|25076298|17671213|25326232|26150234|26098867|26573325|26516930|22147895|22533337|22271902|22814295|25241285|23521373|21892162|20038735|26601784|19171880|19584151|25681512|22504380|19478385|25749173|26947875|26861460|25760429|26276366|25729899|23832012|21242281|19125127|26582061|26230957|19901108|22240241|26791928|24507812|23099237|24994606|24524305|25224413|25412851|19666869|23656643|24441292|24081659|22417203|22915647|24487413|15767545|25335741|27067989|26194343|22810696|18648004|16384925|21343560|22869879|25111512|22689681|22180162|25652455|22753902|9746770|26768652|26182300|26380059|19047918|21901340|25465125|22389253|22158538|26945349|23894344|23041832|23817809|19755387|26220714|22616558|20560678|23904262|23226625|19915484|25055137|22944768|26230596|24903481|26792260|28351930|26785607|24619759|26066800|22955918|25193432|26879601|26697989|25873496|26071474|26449662|14636651|12586620|25266042|26508027
arn-509,367,
sodium butyrate,4582|6696|2641|6566|3065|2670|2026|3689|7052|64061|94025|4363|2597|8743,2211839|9224725|3550424|11882670|11270553|7276941|7905674|2887561|12619135|1720110|1645702|11587480|9437188|16096370
chembl71,3356|1815|1813|1814,
chembl932,5144|5158|10846|5140|5153|5146|2030|5151|27115|5149|5143|5152|5141|5142|5138|5136|8654|5145|8622|5137|5150|5147|5148|5139,
crufomate,367|4780,
mmv665817,3757|3417|2740,
tamatinib,2444|1956|28996|3718|29110|2261|640|238|2534|1457|5979|6787|4751|3791|5603|23683|2241|9748|5156|7525|23235|6300|2321|57396|8798|4067|3654|695|2872|1613|10733|6850|5170|51135|5566|9641|2066|5599|83942|7297|10188|8317|3055|57787|1111|1020|2064|120892|5747|3480|2931|5753|9263|10298|1263|4916|4915|983|415116|6790|2260|1969|5159|57551|4294|3702|4233|25865|3643|4140|6198|5058|6714|6098|5602|818|5601|1017|5582|2322|3932,25222877
cid 867101,7157|4791|4864|4790|6606|9367|5970|6607,
qr-333,231,
tepoxalin,3565|240,
mbo7133 (cytarabine prodrug),5423,
tcmdc-125298,6311|29994|51053|3417|10919|2740,
dht,10873|4842|22943|581|185|7432|4654|1994|5595|831|4914|5618|1490|7421|1017|3488|632|5037|366,1811987|10725371|17657240|15517879|16990489|16482568|10886097|12960001|11356683|16773205|12646165|7704433|1544711|11181522|12532336|10698512|16368782|9286759|12412816|12417618|15850448
thiadiazolidindione derivative 2,2931,
briakinumab,3593|51561|3592,
r24,3559,8814260
chembl1201065,2554|2563|2562|2557|2567|2556|2558|2568|2560|2555|2566|55879|2565|2564|2561|2559,
sj000032081,4780|51053|3320|4864,
chembl492399,7846|10383|347733|84617|81027|112714|84790|10376|113457|7277|7280|10381|203068|347688,
dncb,3559|6361|4843,9607619|15491423|17373747
nsc-79888,5290,22212721
chembl550755,4860,
alpha 2 interferon,7428|811,16827904|26486786
osi-906,3480,
bi 655064,959|958,
psoralen,1559|4128|1576|4353|1557|3028|4129|1565,15865234
thiazoline derivative 2,7299,
rpi-mn,1137,
cyclic hydroxamate derivative 1,3620,
entrectinib,6098|2261|4233|3815|5562|57551|238|4915|9748|1022|4916|6714|5586|1613|4486|4058|5871|5582|3791|4914|57118|10733|3480|2322|2321|2120|2241|2869|25|5747|4067|6197|2444|2260|28996|10188|3932|3718|9212|27436|6850|57396|1436|5979|2534|6788|2324|6790|695|640|4869|3717|29110|9448|1196|5588|120892|558|11183,28183697|26939704|26633560|26884591|29237803|32315394|26546295|26565381
dopamine hydrochloride,328|10951|10919|9682|2671|390245|4780|1814|2548,
retinol,5328|5949|216|8854|3949|5914|3757|581|3576|367|7038|2099|4780,1576255|15452202|3195063|9666306|2920014|18511283|17202653|11563543
bisindolylmaleimide ix,4088|5579|10919|4137|11201|22933,25058929|20030343|17149860
tributyltin-oxide,4780|367|6256|7421|5467,
chembl1200602,2568|2563|2566|2562|2558|2560|2557|55879|2556|2564|2565|2559|2561|2555|2567|2554,
chembl435,6559,
bergamottin,7253|1576|23621|1559|1557|1565,21393461|22222157
tralokinumab,3598|3596,
pi-88,7035|2324|2263|10855|2321|2260|3791,11292191
prazosin hydrochloride,3028|7124|51053|51426|1576|390245|8438,11406472
chembl284348,9312|3749|3790|3737|3788|81033|169522|90134|23415|26251|23416|3756|3785|3748|3752|56479|9132|3786|3743|3751|3744|3787|3750|131096|2078|3739|27133|3747|3745|3784|3738|3746|27012|3755|3754|3736|3742|3741|170850,
talazoparib,2064|675|472|672|3417|5710|91607|1956|5728,23881923|28242752|28148839|28316110|27440269|26546619|31852834
chembl403989,2534|2268|2321|5159|3932|3791|2260|3055|7525|2263|6725|2050|4067|6714|640|2444,
aflatoxin b1,1555,17638512|11470993
maytansinol,7277|10376|7846|347688|10381|10383|112714|203068|84617|347733|84790|113457|7280|10382|81027|7278,563462
pyronin y,2740|51426|200316|6311|7486|60489|10951|5347|11201|10919|7251|317|29994|3417|328|2237|7398|5429,
pmid27788040-compound-6a,387129,
chembl1567,1436|2321|3815|3791|5159|5979|5156|2324|2322,
p-552,41|6340|6338|55515|6337|40|9311|6339,
dizocilpine,2902|2903|10951,20361801
tozasertib,5058|5605|4638|6795|2011|6794|1969|7301|3717|6790|2534|238|9833|5170|2260|23097|9212|6597|1956|3643|4067|8711|4915|50488|10298|1457|2321|2322|4916|27|5604|5979|4140|51053|57551|640|3932|4914|84446|2324|5602|5586|5159|3791|3984|90|3702|7525|7297|11183|5590|6198|6714|5562|4294|6098|57787|695|120892|51135|9748|4486|25865|25|23235|2261|51776|10733|558|4058,19035792|28102363|23808327
tcmdc-123920,5467|367|6311|3417,
protease inhibitor,2670|2875|2697|6768|596,9720974|9769871|15870950|10373425|8702992
hmg coa reductase inhibitors,2628|28234|1952|9356|348|11309|6261|1558|1636|3156|6564|1134|5243|4018|6720|6579|1557|1244|1588|27235|1071|9429|3123|3135|54658|6374|54659|1576|1565|346007|1559|1577|9376|4846|3363|10599|7364|2784|55779|9510|8647,25350695|21795085|11545752|10636265|17563401|18815589|18332269|16103896|18261733|15199031|20403997|24595600|22331829|29703846|27045730|23903772|24329191|26463708|20347093|14660992|20195290|25084202|27839692|29210320|18769620|23436703|29785580|22890915|17600820|17108811|15970799|18650507|25673568|17473846|23930675|25446771|24263182|1092254|11477075|26086347|24598718|17620857|21243006|12811365|18794729|12670950|23708174|15226675|26367500|11134001|21178985|15116054|17177112|21928084|23361102|16678544|24810685|22668755|25630984|28812116|16014768|17015053|18551043|25602530|21037509
sodium cromoglycate,7124,7554404
spi-1620,1909|1910,
srt-1720,2237|23411,18046409|23876989
deferiprone,390245|10919|9682|29994|54578,24036429
cgs-21680,1812|101730217|135,20405927
bay-613606,50488|8317|1196|11040|9212|9475|6093|23683|5586|8444|9748|6787|55872|25865|415116|3815|2932|57396|2322|1859|6788|28996|983|147746|9448|1020|1017|2931|5871|10733|2872|818|4233|3654|5594|5261|1436,
chembl1200819,6336|6328|6331|6323|6332|11280|6335|6329|6326|6334,
chembl1201832,4352,
tcmdc-125575,2475|5893|4137|672|7157,
chembl3545416,3791,
zampanolide,113457|7280|7846|347733|7277|81027|84617|347688|203068|7278|10376|10383|10381|10382|112714|84790,19877653
clorophene,4780|367|6256|23435|3248,
diosmin,5423|5429|51426|9682,
pmid25980951-compound-1,329|331|330,
las38096,11183|51776|9212|9448|57396|1453|2322,
pmid27215781-compound-11,1269,
rapamycin,7052|4780|3586|5290|2280|7157|3574|4842|4170|5328|5934|1649|581|1493|2475|7490|5241|5292|3484|2288|1977|1644|5602|5562|3605|4986|3600|6198|1634|4312|3683,16127150|17652445|12907620|15878982|16651424|14657335|16408196|17010674|11245436|8895523|11145585|15782132|7982907|11698435|1284044|15642745|11942857|26619011|24631838|1700475|10516161|8816458|10477262|15292274|14581487|9867830|16126007|15683719|16027121|17061983|14605212|11108720|11108711|11967149|17200203|16914544|10515383
gsk2141795,10000|673|5290|5728|207,24265152|24735930|24978597|23795919|26429956
syntropin,2690,
crilvastatin,3156,
gnf-pf-1852,3064|5423|51426|4137|328|7068|1499|390245|5429|11201|5243,
byl719,5287|5291|5290|4893|30849|5286|2263|2260|5294|5295|5728|5297|5293|5604|146850|8503|23533|2261|5296|2475|3265|3845|673|5288|5289|207,24569456|28119489|27126994|27312529|26504226|25544636|26577700|27604488|27602501|24608574|28363909|26627007|26013318
dac:grf,2692,
sb-203580,1453|7525|5600|1559|1557|5602|1576|5601|9261|1432|2324|5603|25865|1544|5594|9748|3028|6300|2932|5599|3932|23235|1452|2444|9448|50488,25692815|17964780|19301816|17659871
gsk2126458,10000|673|23533|5296|5604|5290|5293|208|8503|5728|30849|207|5291|5295|146850|2776|5294|4893,22389471|26603258|22733540
am-251,5999|1559|1557|1269|1565|387129,19435366
chembl522892,2321|2322|2324|3815|3791|5156|2261|5159,
mercuric chloride,239|3248|246|10919|1576|247|6097|216|7157|5594|55775|367|2099|3064|7398|3043|2648|3028|4780|7421,
demethoxycurcumin,1786|51053|54106|4087|7398|4088,19112019|23145932
chembl1214124,2891|2893|2892|2890,
vasoactive intestinal peptide,7434|7433,
pmid28092474-compound-32h,3065|10013,
pmid28394193-compound-55,2146,
carotenoids,5243|5914|3558|1577,16454745|11237167|1796012|15309450
pmid27321640-compound-76,5138,
capsazepine,1565|10951|247|216|54737|4137|1544|1576|3417|1559|7442|1812|51053|1557|29994|3248|3028|390245|5999|9682|10919,24484240
n-acetyl-l-cysteine,6531|3579,15542721|10716998
chembl1186894,7153,
chembl1200399,3350,
chembl3545026,3791|5159|2322|2324|2321|3815|5156,
sar438335,2696|2740,
us9073936 - 3,5153,
rimcazole,1557|1544|10280|7157|1559|1576,
nsc-270718,115|107|111|108,18630896
methyl 7-deshydroxypyrogallin-4-carboxylate,3028|4137|3248|216|7421|51426|328|390245|5965,
ipratropium,1576|1128|1559|1129|1131|1565|1544,22931300
gnf-pf-5134,4137|4351|7068|9682|10951|5347|51053|4088|3064|4170|29994|10919,
ch-5132799,5290|5294|5293|5291,
ly-255283,3248|1576|7253|246,
garcinone e,2778|7494|4088|4137|9682|29994|5423|390245|5429|51426,
propiverine,1133,
benzoquinone,328|60489|55775|4780,
sj000276790,7157,
pmid27841045-compound-156,7498,
tumor necrosis factor alpha (tnf-alpha) inhibitors,3569|9935|245812|163351|1496|54901|7100|3123|54620|7128|1493|23765|7132|3553|84561|1473|7097|253782|57115|54106|79817|3605|7185|7133|7099|116984|929|3107|149233|5444|125893|8797|53919|7124|8048|203228|3458|3593|5788|23643|4214|3557,24776844|22158445|27670765|28139755|26194362|30653751|27670766|22480748|25311255|28696418|23007924|25850964|18565259|25537528|22129793|25493569|23651021|25403996|16720636|16909270|23057546|26244882|12847678|18050183|18713756|19365401|22760475|24192118|17343250|22960943|12190096|18438841|17673491|15695296|20309874
laropiprant,5739|6915|5737|5732|5729|3156|11251,26226939
dndi1417031,9367|6607|79915|5315|23435|4864|6606,
tetrahydroaplysulphurin-1,1956,19601607
pyrazolo[1 -5-a]pyrimidine derivative 9,1268,
afatinib,1956|2066|2064|2065|3845|673|27436|3084|4233|4893,18681783|14990633|16467544|16377102|14990632|18784101|16257339|18003960|25611025|23022519|11255078|19339720|18316547|12648464|22594511|23632474|22418700|20142587|26619011|19455431|22452896|23102728|20068085|16707764|17653080|15710947|20479403|25668228|16912157|24893891|15728811|20573926|16258541|19692680|15118125|18227510|24658966|18199554|19922469|20033049|26515464|25923549|21783417|19692684|22753918|16187797|22452895|23945392|15329413|24636847|23816963|24729716|23816960|22285168|19096302|16204070|24894453|16043828|22215752|21194487|24065731|15118073|20022809|23948351|16115929|18458038|17332364|24623981|19147750|25157968|16011858|21430269|2302402|15737014|26720284|21670455|21233402|23242437|25923550|22588155|21531810|18303429|19671738|27044931|24685132|28274957|26545934|24971884|22325357|27923043|25589492|23775486|28363995|23578997|26964772|23948973|28167203|25370464|26243863|21617858|26341921|27338794|25870145|19122144|26296355|26559459|30096481|26596672|26916115|27207775|26682573|23982599|24035188|32193290|25589191|26051236|24439929|32226941|27083334|24353160|25948633|27304188|23930994|24565969|31068372|28950338|29802158|29169524|28502724|27694386|27102076|26354527|25964297|28145866|25559287|24813888|17349580|23344264|25077897|26286086|27913578|22190593|24790411|26206867|23991291|26862733
cns-7056,2554|2569|55879|2560|2559|2561|2565|2568|2567|2556|2558|2570|2557|2562|200959|2563|2555|2564,
cenisertib,23683|3932|2260|5599|5590|3984|3643|57551|51776|5582|6714|1613|23617|1022|9149|84446|10188|1436|10110|5604|2324|5871|53944|5566|1020|10733|3480|8317|1456|5159|2241|5601|2444|4751|4067|9475|5562|3815|2872|1453|1956|4145|3718|28996|815|817|3791|4233|7297|3654|2321|9641|5613|25865|120892|8476|2011|10298|90|238|640|695|5156|11183|6098|6787|816|147746|5058|5170|9833|1196|2066|25|3702|29110|50488|4140|83942|6093|818|6790|2064|2261|5592|9263|5584|9448|6198|4915|57396|5588|3717|9201|5605|1017|4486|415116|5586|1111|51135|5580|983|2534|558|6788|11200|6850|2185|2322|4058|1455|5979,
ngm313,2260|152831,
neu-120,2932|4129,
chembl1201644,3643,
chembl3545432,5708|5683|143471|5700|5691|7979|5701|5718|9861|5699|5717|11047|5695|5719|5688|10213|122706|5692|5710|5685|5696|5705|5704|5689|5687|5684|5694|5714|5698|5690|5686|5706|5682|5709|5707|5693|5713|5702,
chembl1237022,3570,
pyrazino[2 -1-a]isoquinolin derivative 3,50865,
phenylhydrazine,3620|7421,24262887
doramapimod,3791|5602|4915|2324|25865|5603|4067|3055|9448|2321|3932|4916|5159|6300|7301|5601|7525|1432|1024|1956,18602262
pmid25726713-compound-20,6608,
chembl679,147|155|148|152|153|151|150|154,
pf-562271,10645|558|3654|23235|5586|3718|57551|640|1025|4140|5747|10298|2321|3791|10110|29110|53944|238|9833|10188|6732|120892|1613|9475|5580|1020|50488|8476|3702|23683|6093|3643|3717|2260|6197|51135|4067|2931|11200|5582|817|3932|5170|57396|2324|1017|4233|1455|2869|6300|1457|5058|5566|4145|84446|2185|1022|4058|4486|5594|5605|5601|7297|4915|28996|6788|5979|51776|9263|2322|6790|4294|6198|5588|4914|6098|3480|83942|9748|5562|1969|9448|9212|3055|57787|2011|11183|1196|2261|983|2534|695|5159|7525|5602|10733|5613|818|147746|2444|2932|25865|5871|6714,
tonapofylline,135|134|140|136,
cvbt-141h,2263|2264|2246|2261|2260,
chembl2068724,2556|2557|2903|2902|2562|116443|2561|2904|2554|2906|2566|2565|2560|55879|2567|2559|2558|2564|2563|2905|2555|116444|2568,
chembl1200844,2908,
chembl1201746,1719,
poziotinib,1956|2065|2064|3845|2066,21306821
rg7882,10232,
acriflavine chloride,672|3417|11201|3064|2237|11069|10411|5347|5429|51426|641|7486|328|4780|7421|29127,
dndi1417884,29843|10213|29127,
sj000111875,216|9682|10919|390245|2548|29994,
us9073931 - e3,10062,
chembl3545146,552,
bergapten,1565|1576|216|1557|1559,
las-34273,1131,
allopregnanolone,2563|2567|2554|2561|2566,
hesperadin,6098|2045|57144|8986|558|7297|4751|3645|3791|1436|1459|4915|7046|1195|4914|4058|7525|1457|3055|2047|7294|9212|4139|10461|6195|55589|9024|6790|5979|7272|9263|23043|6732|1196|2185|8576|2042|4916|5562|5063|2241|5747|5127|2264|3643|2242|3932|695|238|2261|5159|6714|57396|285220|5602|5261|2044|9252|5563|6793|3480|2260|23012|6197|65975|6789|440275|6788|25989|2322|11183|1445|10733|94|9748|4593|640|5599|2534|57787,19035792
dinutuximab,2583|4613,
cetrimide,7398|3064|367,
pmid25666693-compound-82,7442,
biib092,4137,
pmid27019002-compound-37a,1776,
oxopurpureine,80201|3064|2237|4137|79915|51053|29994,
cyt-609,7124,20876255
chembl14762,1025|1022|983|1020|1017,
safinamide,6331|774|785|4129|781|6323|6329|784|9254|6326|6335|6332|6334|6328|11280,23631427|24560738
gnf-pf-3501,6606|6607|9367|79915|672|5423,
chembl1200648,1146|1145|1134|1140|1144,
tgfbeta1,1017|10535|4255|5291|8190|7038|6447|2322|6876|186|154075|3426|1386|3488|596|3549|2668|64061|4601|10800|3429,9794232|15084595|11262404|15153523|16845326|10770487|10194419|14709802|9625749|16876108|10537123|15629128|17320177|16125722|16214131|8900367|9112395|12727111|15823505|11420421|15316508|15086558
chembl548,5733|5732|5731,
mannitol,5617|3605|2678|1649|5294|1511,8148670|18310510|11471882|8670069|10811601|3142269
pmid27607364-compound-59,706,
abt-122,7124|3605,
ptg-100,3676|3695,
chrysene,4780|196,
athraquinones a,10951|246|5429|3248|3028|390245|2237|4137|1576|9682,
sori-9409,4985,
amg-479,3480,
hyperbaric oxygen,57142|3091|627|581|596,12951059|15589527|12515318|16001273|11236678
pmid28454500-compound-34,50865,
benztropine,6531|1128|1312,
fas ligand,596|2215|2214|2308|355|836|5294|4060|7157|4582|8772,10432288|10729215|12172378|12660450|10974031|12749243|15044179|14645153|15051477|14614330|15809706|11384965
plx7904,673|3265|4893,26466569|27523909
glibenclamide,6833|3767|3758|8856|1559|6338|2539|10057,24442125|16595597|11318841|22385882|25115353|16342679|18004211|21147013|20701405|15126005|8562390|27403931
us10065972 - example 281,51166,
indole-based analog 3,596|4170|598,
diflufenican,4297|1557|4221,
ara-c,4100|332|7421|3553|1437|2030|595|2215|331|3685|2214|978,8749237|14713572|1849032|7523795|8819077|8450676|15632314|15936818|17852453|10930419|9252649|8791999|12008078
neratinib,1956|2064|5290|5241|7525|3845|2100|8924|673|2099,18681783|14990633|16467544|16377102|14990632|18784101|16257339|18003960|23022519|11255078|19339720|18316547|12648464|22594511|28274957|28679771|22908275|26874901|23953056|28363995|26333383|27078022|28539475|24323026|23220880|27697991|26243863|26627007|20479403|17085664|25948633|26206867|25931286|21325073|26725216|26619011|24516025|25157968|22046346|16397024|23632474|22418700|20142587|24009064|29523624|29146401|25287822
milatuzumab,972,
shinpterocarpin,5468,20022509
dndi1417388,3091|2237|5893,
ni-0401,915|917|916,
chembl1521,2566|2554|2560,
bcma-cart,608,
gnf-pf-989,10919,
metitepine,10951|10919|367|3359|2629|7421|1812|51053|3360|6311,18033297
coxsackievirus type a21,3383|1604,
cytokines,7049|5021|3726|6869|7428|3659|6515|1241|1669|348|4145|6590|4908|6355|4255|355|627|7490|4780|1544|3576|4914|2268|4363|1232,16634800|11839503|9591138|11160316|12865631|17947510|15727913|15728714|7619650|9617572|10686578|15261462|11385113|15875206|8189067|15354418|7540953|18088439|16828156|17097057|1569064|11285034|14611111|12055264|15654950|12496441
gw831090x,7525,
sti571,3082|5294|6850|3055|5979|3815,11439348|15833859|12509383|12490842
cid 660258,9367|4864|2740|7157,
skf-82526,3028|1565|390245,
gw-328267,135,19762093
noscapine,3091|1557|1559|1576,
pmid25522065-compound-16,2847,
filgrastim-sndz,1441,
chembl484785,5142|5144|5141|5143,
dexpropranolol hydrochloride,3757|328,
bas 01152706,2778|29994|9682|4780|7157|2671|2548|29127|2744|3417|4137,
chembl1200402,775|776|779|778,
methylthioninium chloride,29994|3417|317|7253|839|7068|4780|8648|367|641|8202|472|2237|5423|55775|387129|4137|79915|10499|5893|5965|2244|5468|4088,
indazole-3-carboxylicacid,9682,
folfox regimen,2950,19922504
insulin determir,3630,
chembl1201733,3932|3815|2260|3702|3791|2261|1436|2321|2324|5159|5156,
serms,4313|5294|5595,15576828|11901050|14553828
glafenine,1557|1565|1559|1544|1576,22931300
p-phenylenediamine,10919|4780|4137,
yspsl,6403,
lonafarnib,2342|5243,26033044|14671431
mrs-1523,1576|1812,
belimumab,10673,
cd38 and bcma car-t cells,608|952,
thiazole-fused cycloalkyl carboxamide derivative 1,5027,
chembl3545194,5292|11040|415116,
ssr-125329a,10280,
sj000001516,7486|6311|3417|4088|11201|2237|5423,
pyridic ketone derivative 1,5604|5605,
androstenedione,6097|4880|1588|2908|354|3172|581|3028|367,8404664|2214767|9384522|8907816|9260906|15590985
chembl1201837,354,
chembl3545063,2064|1956|2065|2066,
chembl3,1141|1137,
epipodophyllotoxin 4-(morpholine)carbamate,7153,21489802
gadofosveset,213,
abt-751,54657|347733|81027|7278|84790|10383|112714|347688|84617|54576|7280|7277|7846|203068|10376|10382|10381|113457,23670235|25468039
pmid26004420-compound-wo2014099633d,3758,
chembl407,2555|2557|2560|2568|2566|2561|2564|2563|2565|2556|2559|2554|2562|55879|2567|2558,
dacomitinib,1956|2065|2066|2064|5728,26768165|28958502|21430269|18089823|23930994|24857124|28363995|21764376|26561558|27913578|25456362|25939761|26206867|22135232|18606718|25899785|22761403
chembl1201007,3269,
sulfamylon,765|23632|762|760|771,
acrisorcin,3028|1576|51426,
ar-a014418,6198|2931|9212|1020|1017|2932,
pd-332991,1019|1021|1815|1813,
clioquinol,10919|9971|2908|216|7157|5594|6097|351|4986|4780|3320|9682|1544|196|3064|4088|390245|29994,23799643
cgm097,3845|673|7157|2767|2776|5290,27659046|27507190
s-(2-chlorobenzyl)isothiourea hcl,134864,
us8586571 - 36,5950,
irx4204,3845|6258,
ag-808,239|3028|5965|51426|11201|10951|390245|4137|10919|5429|54737|5423|2237|1544|246|641|3091|1576|3248,
pyrantel pamoate,4137|2584|7421|7398,
chembl426084,4988,
pmid27744724-compound-13,4170,
hydramethylnon,5467|367|2099|9971,
cbl0102,6749,
chembl3545351,2902|2903|2905|2904|116444|2906|116443,
pyrido[4 -3-d]pyrimidin-5(6h)-one derivative 1,5163,
soy protein isolate,5914,17182792
ctla4-ig,941|1493,10604996|9758890
chembl2107572,846,
oleoyl dopamine,7157|390245|1812|1559|1576|246|23435|2475|9682|4137|23408|3417|3416|1557|1814|6311|5347,
pd-169316,8767|5594|10919|4137|54737|3757|4780|10951|7066|387129|51053|1576,18408713
bd-1008,1565,
crestor/trilipix,3156,
chembl101,5742|5743,
sj000171111,3757,
ly-2584702,6198,
ly2605541,3630,
md1003,4791,
propantheline bromide,4780|328,
mek inhibitor pd0325901,3265|2767|4763|2776|55510|3845,26544513|24141786|23171796|24899684|20570890
candidin,3417|216,
alpelisib,5290|6446|673|3845|2099|5728|1019|2100|2260|7157|2064|5925,31091374|24608574|27451907|28363909|27659046|27974663|27126994|25544636|25409150|25002028|27924459
nsc-640556,4835|1728,21074425
mmv007396,4137|2740,
sb939,9734|10014|10013|9759|3065|55869|3066|51564|79885|83933|8841,
sulfuretin,10213|4170|29127|5429|390245|79915|51426|2548|5965|2744|249|248|251|29994|4137|11201,
tris(2 -3-dibromopropyl)phosphate,4780|2099|367,
nsc-119910,3312,
chembl1200694,3776|2743|2554|2566|2564|2567|55879|3777|2562|2741|2565|2559|2568|2563|2561|2556|2555|2560|2558|54207|2557|338567|51305,
bms-911543,3717,
pmid27774824-compound-figure9example2up,3716|7297|3717|3718|25,
quinosol,390245,
chembl1200373,7298|2618|1719,
altenusin,9682|6622|390245|4137|328|10919|29994|5429|4170|5423,
difenoconazole,4780|9971|5467|6256|367,
econazole nitrate,1576|5594|7421|4886|6311|7157|3757|3320|4887|29994|367,
alanosine,159,7825060
gtx-758,2099|3973,
muraglitazar,1906|153|5972|5465|5468|5467,18794727
pmid29757691-compound-7,43|590,
gnf-pf-840,9682|4137|10919,
chembl919,6336|6331|11280|6328|6334|6329|6326|6335|6332|6323,
ag-99,51426|1544|390245|3028,
zm-449829,216|5594|7157|7421|239|10919|3028|5315|247|246|1576,
methoxy polyethylene glycol-epoetin beta,2057,
sanguinarium chloride,3417|4137|5594|10919|5423|54737|2237|11201,
evt-201,2568|2559|2569|2558|2554|2570|2562|2565|2555|55879|2556|2564|2567|2561|2560|200959|2563|2557,
resminostat,10014|83933|55869|79885|8841|3065|51564|3066|10013|9734|9759,
stiripentol,2567,
pyridine-2 -4-dicarboxylic acid analog 2,390245,
muc-1 cart cell immunotherapy,4582,
cid 887167,9367|3417|3028|4864|6607|246|3320|6606,
filgramstim,1441,
car-t cells targeting cd19,930,
mangostin,1557|3248|4137|1559|3028|9099|7157|1565|3417|4193,26508549
dovitinib,1436|6732|2263|6714|6198|4914|640|2260|5586|2264|5159|6787|2011|2261|5979|84446|4294|5605|23683|2321|3791|50488|11200|5156|3717|51776|5613|4915|3654|1453|9212|120892|3702|57787|6197|90|57396|4486|10645|5170|7301|10733|2324|1111|9748|2249|818|4067|238|5562|2322|5871|1022|3932|9833|2248|25|23235|10110|5602|3055|5604|10298|3984|3815|6788|9448|4916|9641|5599|3643|558|25865|83942|8837|5261|11183|9475|11040|7297|817|9252|2534|4140|695|1196|4751|5580|7525,28759044|22238366|23175443|24325461|27932416|28034880|25589496|26619011|18552176|23908597|23002168|23658459|27315356|17698633|21119661|24124571|25103625|24448819|23443805|26036639
chembl3707398,7442,
